var hq_str_sz002460="¸Ó·æï®Òµ,0.000,62.560,0.000,0.000,0.000,62.300,62.300,0,0.000,36000,62.300,0,0.000,0,0.000,0,0.000,0,0.000,36000,62.300,1441,0.000,0,0.000,0,0.000,0,0.000,2018-05-04,09:24:21,00";
var hq_str_sz002460="¸Ó·æï®Òµ,62.320,62.560,62.320,62.320,62.320,62.320,62.330,67841,4227851.120,5859,62.320,1300,62.290,300,62.280,11600,62.260,100,62.180,200,62.330,100,62.350,100,62.370,9700,62.380,300,62.390,2018-05-04,09:25:03,00";
var hq_str_sz002460="¸Ó·æï®Òµ,62.320,62.560,62.370,62.370,62.320,62.320,62.370,77941,4857647.120,4759,62.320,1300,62.290,300,62.280,11600,62.260,100,62.180,3300,62.370,9700,62.380,300,62.390,15800,62.400,200,62.420,2018-05-04,09:30:00,00";
var hq_str_sz002460="¸Ó·æï®Òµ,62.320,62.560,62.370,62.380,62.300,62.380,62.390,121341,7563330.840,800,62.380,31100,62.370,500,62.330,1800,62.320,200,62.310,100,62.390,15500,62.400,200,62.420,600,62.450,100,62.490,2018-05-04,09:30:03,00";
var hq_str_sz002460="¸Ó·æï®Òµ,62.320,62.560,62.370,62.400,62.300,62.370,62.400,133241,8305596.840,25200,62.370,2400,62.330,2200,62.320,200,62.310,1659,62.300,14100,62.400,200,62.420,600,62.450,100,62.490,1700,62.500,2018-05-04,09:30:06,00";
var hq_str_sz002460="¸Ó·æï®Òµ,62.320,62.560,62.370,62.400,62.300,62.370,62.400,137441,8567571.840,22300,62.370,6200,62.330,2700,62.320,100,62.310,1659,62.300,13600,62.400,200,62.420,600,62.450,100,62.490,1700,62.500,2018-05-04,09:30:09,00";
var hq_str_sz002460="¸Ó·æï®Òµ,62.320,62.560,62.400,62.400,62.300,62.380,62.400,153241,9553389.840,200,62.380,20100,62.370,6200,62.330,2800,62.320,100,62.310,1200,62.400,200,62.420,600,62.450,100,62.490,1700,62.500,2018-05-04,09:30:12,00";
var hq_str_sz002460="¸Ó·æï®Òµ,62.320,62.560,62.400,62.400,62.300,62.400,62.420,155441,9690653.840,14500,62.400,200,62.380,3600,62.370,6200,62.330,2800,62.320,200,62.420,600,62.450,100,62.490,1700,62.500,3000,62.520,2018-05-04,09:30:15,00";
var hq_str_sz002460="¸Ó·æï®Òµ,62.320,62.560,62.420,62.420,62.300,62.410,62.450,156041,9728105.840,2400,62.410,16300,62.400,200,62.380,3600,62.370,6200,62.330,600,62.450,100,62.490,1700,62.500,3000,62.520,100,62.550,2018-05-04,09:30:18,00";
var hq_str_sz002460="¸Ó·æï®Òµ,62.320,62.560,62.450,62.450,62.300,62.410,62.450,156941,9784291.840,2800,62.410,16800,62.400,300,62.390,200,62.380,3600,62.370,200,62.450,1100,62.490,1700,62.500,3000,62.520,100,62.550,2018-05-04,09:30:21,00";
var hq_str_sz002460="¸Ó·æï®Òµ,62.320,62.560,62.420,62.450,62.300,62.410,62.420,157841,9840472.840,2900,62.410,18300,62.400,300,62.390,200,62.380,3600,62.370,900,62.420,100,62.450,1100,62.490,1700,62.500,3000,62.520,2018-05-04,09:30:24,00";
var hq_str_sz002460="¸Ó·æï®Òµ,62.320,62.560,62.450,62.450,62.300,62.420,62.450,159741,9959079.840,14700,62.420,900,62.410,3700,62.400,300,62.390,200,62.380,400,62.450,1100,62.490,1700,62.500,3000,62.520,100,62.550,2018-05-04,09:30:27,00";
var hq_str_sz002460="¸Ó·æï®Òµ,62.320,62.560,62.420,62.460,62.300,62.420,62.450,188541,11756845.840,24600,62.420,900,62.410,3300,62.400,300,62.390,200,62.380,100,62.450,1100,62.490,1700,62.500,3000,62.520,600,62.550,2018-05-04,09:30:30,00";
var hq_str_sz002460="¸Ó·æï®Òµ,62.320,62.560,62.420,62.490,62.300,62.420,62.490,195841,12212596.840,20200,62.420,700,62.410,3700,62.400,300,62.390,200,62.380,1000,62.490,1700,62.500,3000,62.520,600,62.550,1900,62.560,2018-05-04,09:30:33,00";
var hq_str_sz002460="¸Ó·æï®Òµ,62.320,62.560,62.450,62.490,62.300,62.420,62.450,197141,12293802.840,21200,62.420,700,62.410,2300,62.400,300,62.390,3700,62.370,500,62.450,300,62.460,400,62.490,1700,62.500,3000,62.520,2018-05-04,09:30:36,00";
var hq_str_sz002460="¸Ó·æï®Òµ,62.320,62.560,62.450,62.490,62.300,62.460,62.490,201041,12537314.840,900,62.460,600,62.450,300,62.430,20400,62.420,600,62.410,200,62.490,1700,62.500,3000,62.520,600,62.550,1800,62.560,2018-05-04,09:30:39,00";
var hq_str_sz002460="¸Ó·æï®Òµ,62.320,62.560,62.490,62.520,62.300,62.460,62.490,207641,12949777.840,1800,62.460,1000,62.450,19900,62.420,600,62.410,800,62.400,100,62.490,2800,62.520,900,62.550,1800,62.560,500,62.590,2018-05-04,09:30:42,00";
var hq_str_sz002460="¸Ó·æï®Òµ,62.320,62.560,62.490,62.520,62.300,62.490,62.520,209941,13093519.840,1000,62.490,200,62.470,1400,62.460,1800,62.450,19900,62.420,2200,62.520,900,62.550,1800,62.560,1000,62.590,5500,62.600,2018-05-04,09:30:45,00";
var hq_str_sz002460="¸Ó·æï®Òµ,62.320,62.560,62.550,62.550,62.300,62.550,62.560,213241,13299868.840,1400,62.550,2000,62.490,1400,62.460,1800,62.450,500,62.430,1800,62.560,1000,62.590,5500,62.600,100,62.620,500,62.650,2018-05-04,09:30:48,00";
var hq_str_sz002460="¸Ó·æï®Òµ,62.320,62.560,62.560,62.590,62.300,62.560,62.590,217741,13581340.840,4000,62.560,500,62.550,700,62.520,1700,62.490,1400,62.460,500,62.590,5500,62.600,100,62.620,500,62.650,200,62.660,2018-05-04,09:30:51,00";
var hq_str_sz002460="¸Ó·æï®Òµ,62.320,62.560,62.560,62.600,62.300,62.570,62.600,219341,13681455.840,200,62.570,3500,62.560,500,62.550,1000,62.520,1600,62.490,5400,62.600,100,62.620,1000,62.650,200,62.660,100,62.670,2018-05-04,09:30:54,00";
var hq_str_sz002460="¸Ó·æï®Òµ,62.320,62.560,62.600,62.600,62.300,62.590,62.600,221441,13812915.840,600,62.590,200,62.570,4200,62.560,500,62.550,1000,62.520,3300,62.600,100,62.620,1000,62.650,200,62.660,100,62.670,2018-05-04,09:30:57,00";
var hq_str_sz002460="¸Ó·æï®Òµ,62.320,62.560,62.600,62.600,62.300,62.590,62.600,223541,13944368.840,400,62.590,400,62.570,1300,62.560,500,62.550,400,62.520,600,62.600,100,62.620,1000,62.650,200,62.660,100,62.670,2018-05-04,09:31:00,00";
var hq_str_sz002460="¸Ó·æï®Òµ,62.320,62.560,62.600,62.620,62.300,62.620,62.650,229541,14319950.840,3300,62.620,1400,62.600,1100,62.590,1300,62.560,500,62.550,1000,62.650,200,62.660,100,62.670,800,62.680,1000,62.690,2018-05-04,09:31:03,00";
var hq_str_sz002460="¸Ó·æï®Òµ,62.320,62.560,62.650,62.650,62.300,62.650,62.660,234841,14651902.840,500,62.650,100,62.640,200,62.630,900,62.620,200,62.610,200,62.660,100,62.670,800,62.680,1000,62.690,500,62.700,2018-05-04,09:31:06,00";
var hq_str_sz002460="¸Ó·æï®Òµ,62.320,62.560,62.680,62.680,62.300,62.660,62.680,237041,14789739.840,700,62.660,500,62.650,600,62.620,300,62.610,5800,62.600,600,62.680,1000,62.690,500,62.700,200,62.730,200,62.740,2018-05-04,09:31:09,00";
